Nome da Loja;Estado;Produto;Quantidade;Data;Preço do Produto
Loja C;MG;Produto V;17;2023-10-05 00:00:00;470,77
Loja C;MG;Produto V;19;2023-04-12 00:00:00;364,19
Loja E;PR;Produto V;7;2024-04-03 00:00:00;200,11
Loja C;MG;Produto V;11;2023-08-20 00:00:00;277,63
Loja A;PR;Produto Y;16;2023-10-01 00:00:00;208,69
Loja C;RS;Produto V;19;2023-12-31 00:00:00;65,15
Loja D;PR;Produto Z;5;2024-04-22 00:00:00;174,12
Loja A;MG;Produto V;1;2024-04-12 00:00:00;431,62
Loja C;SP;Produto W;10;2024-09-16 00:00:00;235,99
Loja C;PR;Produto Y;18;2024-10-12 00:00:00;296,47
Loja B;RJ;Produto V;10;2024-12-28 00:00:00;98,91
Loja E;SP;Produto W;1;2023-10-01 00:00:00;184,55
Loja A;PR;Produto Z;13;2023-11-24 00:00:00;465,31
Loja B;RJ;Produto Y;4;2023-07-03 00:00:00;163,98
Loja D;SP;Produto V;12;2023-07-13 00:00:00;132,77
Loja E;PR;Produto Z;16;2023-09-29 00:00:00;37,39
Loja A;RS;Produto W;19;2023-10-27 00:00:00;57,64
Loja C;RJ;Produto Y;12;2024-08-06 00:00:00;296,55
Loja A;RS;Produto V;6;2023-07-15 00:00:00;333,42
Loja C;MG;Produto Z;16;2023-11-27 00:00:00;324,37
Loja E;PR;Produto Y;12;2024-04-30 00:00:00;274,52
Loja C;PR;Produto W;10;2024-09-11 00:00:00;250,58
Loja D;RJ;Produto V;5;2024-05-13 00:00:00;45,35
Loja C;PR;Produto Y;19;2024-02-04 00:00:00;421,94
Loja D;MG;Produto W;12;2024-02-01 00:00:00;261,41
Loja E;PR;Produto W;8;2023-04-10 00:00:00;74,64
Loja E;SP;Produto Z;4;2023-03-22 00:00:00;76,57
Loja A;RS;Produto W;7;2023-01-17 00:00:00;261,35
Loja D;MG;Produto W;5;2024-12-05 00:00:00;129,84
Loja D;MG;Produto X;11;2023-07-31 00:00:00;461,76
Loja B;RS;Produto W;17;2023-05-06 00:00:00;254,48
Loja B;RS;Produto V;3;2024-09-29 00:00:00;489,43
Loja B;MG;Produto Y;2;2023-05-10 00:00:00;369,74
Loja C;RS;Produto V;19;2024-10-18 00:00:00;407,24
Loja B;RJ;Produto V;2;2024-06-18 00:00:00;200,55
Loja D;RS;Produto Z;14;2023-08-02 00:00:00;75,67
Loja C;SP;Produto X;1;2023-05-09 00:00:00;347,95
Loja E;SP;Produto X;16;2024-06-07 00:00:00;209,46
Loja A;RJ;Produto V;15;2024-10-14 00:00:00;474,95
Loja B;RS;Produto Y;18;2024-04-06 00:00:00;104,88
Loja E;SP;Produto X;2;2023-02-26 00:00:00;316,99
Loja D;PR;Produto X;11;2024-08-20 00:00:00;434,37
Loja A;RS;Produto V;17;2023-10-01 00:00:00;207,39
Loja E;RJ;Produto X;13;2024-09-06 00:00:00;477,3
Loja A;RS;Produto Z;12;2023-12-05 00:00:00;47,54
Loja B;MG;Produto V;2;2023-05-23 00:00:00;297,59
Loja D;MG;Produto X;18;2024-02-27 00:00:00;390,92
Loja A;SP;Produto X;10;2023-11-30 00:00:00;108,89
Loja E;MG;Produto X;12;2024-11-18 00:00:00;38,35
Loja B;RJ;Produto V;17;2023-05-13 00:00:00;49,15
Loja B;SP;Produto Y;14;2023-09-21 00:00:00;166,42
Loja E;RJ;Produto W;19;2023-05-27 00:00:00;119,35
Loja E;RJ;Produto X;13;2024-03-11 00:00:00;119,71
Loja A;MG;Produto W;3;2023-01-12 00:00:00;234,68
Loja C;MG;Produto W;8;2023-02-24 00:00:00;51,62
Loja B;RJ;Produto X;5;2023-08-18 00:00:00;497,8
Loja A;MG;Produto X;12;2023-05-02 00:00:00;350,95
Loja E;MG;Produto W;1;2023-08-21 00:00:00;24,84
Loja A;MG;Produto Y;16;2023-06-11 00:00:00;349,03
Loja E;RS;Produto W;12;2024-08-16 00:00:00;398
Loja D;RJ;Produto Y;17;2024-07-12 00:00:00;103,47
Loja E;PR;Produto Z;9;2024-05-14 00:00:00;421,74
Loja E;RJ;Produto Y;13;2024-11-02 00:00:00;309,76
Loja E;SP;Produto V;4;2023-06-28 00:00:00;412,22
Loja C;MG;Produto X;4;2023-12-28 00:00:00;361,18
Loja E;MG;Produto Z;15;2023-07-27 00:00:00;355,27
Loja B;PR;Produto W;10;2024-07-05 00:00:00;87,54
Loja B;SP;Produto Y;6;2024-12-26 00:00:00;164,74
Loja A;RS;Produto Z;3;2024-03-07 00:00:00;266,39
Loja C;RJ;Produto V;15;2024-03-31 00:00:00;65,15
Loja A;RS;Produto Y;6;2024-05-18 00:00:00;244,46
Loja B;SP;Produto W;11;2023-06-03 00:00:00;228,21
Loja B;PR;Produto W;2;2023-12-04 00:00:00;123,64
Loja D;SP;Produto Y;2;2023-10-20 00:00:00;107,86
Loja E;PR;Produto V;1;2024-03-11 00:00:00;131,21
Loja B;RS;Produto X;11;2024-01-31 00:00:00;306,5
Loja A;RS;Produto X;5;2023-06-15 00:00:00;213,33
Loja A;SP;Produto W;6;2024-03-27 00:00:00;212,84
Loja E;SP;Produto V;3;2024-06-19 00:00:00;99,05
Loja E;MG;Produto W;5;2024-02-05 00:00:00;395,81
Loja D;PR;Produto X;9;2023-04-25 00:00:00;353,19
Loja C;MG;Produto W;19;2023-12-17 00:00:00;220,25
Loja A;RJ;Produto Y;5;2023-09-17 00:00:00;79,68
Loja E;RJ;Produto Y;12;2023-08-14 00:00:00;360,2
Loja A;SP;Produto V;12;2024-09-05 00:00:00;450,43
Loja E;RS;Produto X;16;2024-04-30 00:00:00;97,35
Loja B;RJ;Produto V;7;2023-05-11 00:00:00;305,3
Loja A;RJ;Produto V;14;2023-09-21 00:00:00;217,91
Loja B;MG;Produto X;9;2024-06-07 00:00:00;52,95
Loja A;MG;Produto Z;15;2023-06-30 00:00:00;365,66
Loja C;RJ;Produto Z;11;2023-12-15 00:00:00;44,86
Loja D;SP;Produto W;4;2024-04-15 00:00:00;354,09
Loja B;MG;Produto Z;11;2023-06-10 00:00:00;147,76
Loja E;RJ;Produto Y;9;2023-04-24 00:00:00;287,17
Loja C;RS;Produto V;6;2023-01-18 00:00:00;88,62
Loja A;MG;Produto W;17;2023-04-14 00:00:00;191,74
Loja B;RJ;Produto V;9;2023-07-05 00:00:00;61
Loja A;PR;Produto X;6;2023-12-08 00:00:00;238,98
Loja A;MG;Produto Z;6;2024-04-06 00:00:00;114,51
Loja A;PR;Produto X;4;2024-08-27 00:00:00;102,09
Loja D;MG;Produto W;11;2023-05-23 00:00:00;62,5
Loja D;MG;Produto Y;3;2024-10-16 00:00:00;385,06
Loja E;PR;Produto Z;18;2024-09-03 00:00:00;323,36
Loja B;SP;Produto X;16;2024-03-28 00:00:00;86,88
Loja C;RJ;Produto Z;16;2024-03-26 00:00:00;241,49
Loja C;SP;Produto V;12;2023-03-03 00:00:00;333,83
Loja C;SP;Produto Y;14;2024-08-18 00:00:00;440,25
Loja A;RJ;Produto Z;9;2023-10-03 00:00:00;39,19
Loja D;RS;Produto Y;7;2024-11-09 00:00:00;187,55
Loja B;SP;Produto V;14;2023-10-22 00:00:00;311,82
Loja A;SP;Produto V;10;2023-05-09 00:00:00;17,65
Loja D;SP;Produto X;11;2023-12-30 00:00:00;129,33
Loja D;RS;Produto W;7;2023-03-08 00:00:00;375
Loja B;MG;Produto X;19;2023-02-16 00:00:00;184,31
Loja B;PR;Produto Y;19;2024-01-09 00:00:00;51,4
Loja B;PR;Produto X;11;2024-10-21 00:00:00;317,03
Loja A;RS;Produto Z;6;2023-05-17 00:00:00;132,53
Loja E;SP;Produto X;8;2023-04-05 00:00:00;353,81
Loja B;PR;Produto W;1;2023-08-26 00:00:00;451,09
Loja E;RS;Produto W;8;2023-02-04 00:00:00;268,65
Loja A;RJ;Produto Y;5;2023-10-23 00:00:00;303,58
Loja E;PR;Produto V;10;2024-05-06 00:00:00;262,06
Loja C;RJ;Produto W;2;2023-09-15 00:00:00;410,55
Loja E;SP;Produto Y;4;2024-01-22 00:00:00;128,44
Loja B;PR;Produto W;2;2023-09-27 00:00:00;206,76
Loja A;RS;Produto W;15;2023-11-20 00:00:00;448,57
Loja B;MG;Produto V;10;2023-02-16 00:00:00;364,59
Loja C;PR;Produto Z;2;2024-08-28 00:00:00;166,84
Loja B;PR;Produto Y;6;2024-11-24 00:00:00;417,99
Loja B;PR;Produto W;14;2024-12-02 00:00:00;127,02
Loja B;PR;Produto W;5;2024-05-01 00:00:00;320,75
Loja D;RS;Produto X;2;2024-07-16 00:00:00;478,66
Loja C;RS;Produto Z;14;2024-12-18 00:00:00;291,61
Loja B;MG;Produto V;13;2024-02-15 00:00:00;401,74
Loja B;RS;Produto Y;2;2023-05-05 00:00:00;370,36
Loja B;RS;Produto W;9;2023-07-31 00:00:00;434,2
Loja A;SP;Produto Y;3;2024-01-04 00:00:00;484,69
Loja D;SP;Produto V;15;2023-09-23 00:00:00;20,94
Loja A;RJ;Produto Z;3;2023-05-15 00:00:00;23,66
Loja D;MG;Produto X;12;2023-11-11 00:00:00;301,27
Loja B;SP;Produto Z;6;2023-10-27 00:00:00;477,58
Loja C;MG;Produto X;19;2023-10-25 00:00:00;247,98
Loja E;MG;Produto Y;17;2023-10-06 00:00:00;421,49
Loja E;PR;Produto Z;6;2024-01-09 00:00:00;386,27
Loja B;MG;Produto Z;19;2024-12-26 00:00:00;254,14
Loja A;PR;Produto Z;17;2024-05-02 00:00:00;261,45
Loja C;RJ;Produto V;16;2023-03-03 00:00:00;223,66
Loja D;RJ;Produto Y;8;2023-02-23 00:00:00;133,58
Loja B;RJ;Produto X;19;2023-12-04 00:00:00;430,77
Loja C;PR;Produto Z;8;2024-01-10 00:00:00;112,69
Loja C;PR;Produto Y;15;2024-04-18 00:00:00;454,39
Loja D;RJ;Produto V;8;2023-04-22 00:00:00;186,27
Loja C;PR;Produto V;3;2023-09-26 00:00:00;22,98
Loja A;RS;Produto Y;16;2023-11-20 00:00:00;92,51
Loja A;RS;Produto X;3;2024-09-10 00:00:00;445,03
Loja A;PR;Produto Y;1;2024-11-10 00:00:00;72,94
Loja C;PR;Produto Y;8;2024-08-08 00:00:00;372
Loja A;SP;Produto W;9;2024-08-26 00:00:00;99,58
Loja D;SP;Produto V;12;2023-03-26 00:00:00;254,48
Loja C;MG;Produto X;18;2024-01-07 00:00:00;110,55
Loja E;MG;Produto W;17;2023-03-16 00:00:00;173,25
Loja C;MG;Produto Y;8;2024-08-18 00:00:00;71,16
Loja D;RJ;Produto V;11;2024-05-22 00:00:00;282,44
Loja E;RS;Produto W;7;2023-08-16 00:00:00;189,25
Loja C;RJ;Produto W;14;2024-08-17 00:00:00;189,09
Loja A;PR;Produto X;10;2024-01-29 00:00:00;28,9
Loja B;SP;Produto Y;15;2023-01-15 00:00:00;76,7
Loja B;PR;Produto X;12;2023-06-30 00:00:00;356,69
Loja A;PR;Produto W;17;2024-05-22 00:00:00;153,24
Loja B;SP;Produto W;8;2023-12-04 00:00:00;226,61
Loja B;PR;Produto X;14;2023-09-20 00:00:00;383,9
Loja A;MG;Produto W;15;2023-03-19 00:00:00;227,93
Loja A;SP;Produto Z;11;2023-08-17 00:00:00;120,55
Loja C;PR;Produto V;12;2023-01-30 00:00:00;279,41
Loja C;MG;Produto Y;16;2024-01-09 00:00:00;402,59
Loja A;MG;Produto V;18;2023-06-04 00:00:00;303,82
Loja D;RS;Produto Y;10;2023-07-04 00:00:00;215,89
Loja B;MG;Produto W;19;2024-03-23 00:00:00;71,56
Loja C;RJ;Produto X;18;2024-03-22 00:00:00;131,87
Loja B;SP;Produto X;1;2024-03-07 00:00:00;473,6
Loja E;SP;Produto W;4;2023-06-18 00:00:00;388,19
Loja A;SP;Produto Y;7;2023-03-22 00:00:00;52,91
Loja D;PR;Produto W;1;2023-07-29 00:00:00;12,7
Loja E;PR;Produto Y;8;2023-09-16 00:00:00;95,96
Loja E;RJ;Produto W;17;2024-07-02 00:00:00;472,51
Loja E;MG;Produto W;8;2023-10-13 00:00:00;294,22
Loja A;PR;Produto W;5;2023-02-23 00:00:00;420,94
Loja C;MG;Produto X;1;2024-04-13 00:00:00;237,96
Loja A;MG;Produto Y;15;2024-01-04 00:00:00;415,05
Loja C;PR;Produto W;4;2024-12-24 00:00:00;26,62
Loja E;PR;Produto V;7;2023-04-10 00:00:00;219,14
Loja E;RJ;Produto V;14;2024-08-19 00:00:00;195,02
Loja D;RS;Produto X;12;2024-12-25 00:00:00;490,96
Loja C;SP;Produto Z;3;2024-08-20 00:00:00;157,23
Loja E;PR;Produto X;18;2024-07-28 00:00:00;214,29
Loja B;PR;Produto Z;8;2024-03-22 00:00:00;381,81
Loja D;MG;Produto X;2;2023-07-11 00:00:00;441,55
Loja A;RS;Produto V;6;2024-02-18 00:00:00;440,41
Loja D;PR;Produto W;7;2024-04-26 00:00:00;203,31
Loja B;RS;Produto Y;7;2023-04-03 00:00:00;474,79
Loja C;SP;Produto W;13;2023-09-10 00:00:00;330,22
Loja A;MG;Produto V;1;2024-10-11 00:00:00;427,06
Loja A;RJ;Produto Y;8;2024-07-14 00:00:00;463,88
Loja C;SP;Produto Z;13;2024-09-24 00:00:00;124,46
Loja D;RS;Produto Z;19;2023-02-08 00:00:00;254,61
Loja E;RS;Produto V;17;2024-06-29 00:00:00;298,02
Loja D;SP;Produto Y;13;2023-12-24 00:00:00;403,19
Loja B;RS;Produto W;16;2023-01-09 00:00:00;206,57
Loja E;RJ;Produto V;15;2023-07-07 00:00:00;113,12
Loja D;RJ;Produto Z;11;2024-08-30 00:00:00;374,18
Loja C;RS;Produto V;12;2024-10-06 00:00:00;300,24
Loja B;RS;Produto W;3;2024-11-05 00:00:00;450,17
Loja B;RJ;Produto X;9;2023-05-19 00:00:00;330,96
Loja B;RS;Produto X;14;2023-10-25 00:00:00;18,25
Loja E;PR;Produto W;7;2023-03-21 00:00:00;483,66
Loja A;MG;Produto Y;11;2024-08-25 00:00:00;300,62
Loja E;PR;Produto V;10;2023-09-13 00:00:00;301,98
Loja D;RS;Produto W;3;2024-10-21 00:00:00;455,54
Loja A;RS;Produto X;19;2023-06-28 00:00:00;335,27
Loja D;MG;Produto Z;2;2023-09-14 00:00:00;244,87
Loja A;RS;Produto W;17;2023-08-06 00:00:00;62,57
Loja E;MG;Produto W;2;2023-09-24 00:00:00;481,48
Loja B;RJ;Produto W;16;2023-11-13 00:00:00;48,46
Loja C;MG;Produto X;17;2024-08-13 00:00:00;93,45
Loja B;MG;Produto X;10;2024-11-09 00:00:00;411,57
Loja E;PR;Produto W;4;2024-09-07 00:00:00;250,3
Loja A;RS;Produto W;11;2023-10-11 00:00:00;97,35
Loja B;RJ;Produto Y;17;2023-12-11 00:00:00;150,22
Loja E;SP;Produto Z;12;2024-12-27 00:00:00;497,07
Loja D;MG;Produto V;10;2023-03-16 00:00:00;296,17
Loja C;SP;Produto V;16;2023-12-02 00:00:00;206,79
Loja B;RS;Produto V;4;2024-08-04 00:00:00;439,35
Loja A;MG;Produto X;3;2023-12-29 00:00:00;245,05
Loja D;SP;Produto X;9;2023-07-09 00:00:00;160,89
Loja E;PR;Produto Y;6;2024-04-16 00:00:00;90,47
Loja C;SP;Produto X;12;2023-04-16 00:00:00;374,79
Loja A;PR;Produto W;1;2023-03-11 00:00:00;302,15
Loja E;RJ;Produto Z;14;2024-06-05 00:00:00;55,25
Loja E;RS;Produto Z;10;2023-08-02 00:00:00;299,9
Loja B;SP;Produto Z;18;2024-05-31 00:00:00;88,13
Loja B;MG;Produto Z;13;2023-01-28 00:00:00;491,04
Loja A;RS;Produto V;9;2023-11-11 00:00:00;137,26
Loja E;SP;Produto V;19;2024-05-21 00:00:00;351,05
Loja B;MG;Produto W;4;2023-08-24 00:00:00;331,46
Loja C;MG;Produto Y;3;2023-04-02 00:00:00;348,76
Loja C;MG;Produto X;6;2023-12-29 00:00:00;220,7
Loja E;MG;Produto X;9;2023-02-07 00:00:00;46,42
Loja B;SP;Produto V;10;2024-12-31 00:00:00;490,2
Loja A;RJ;Produto Z;9;2024-10-25 00:00:00;103,85
Loja A;PR;Produto W;17;2024-12-04 00:00:00;387,16
Loja A;PR;Produto Y;10;2024-09-24 00:00:00;77,41
Loja C;PR;Produto V;6;2024-05-05 00:00:00;147,79
Loja B;RJ;Produto W;16;2024-11-13 00:00:00;284,34
Loja B;MG;Produto W;17;2023-04-20 00:00:00;212,6
Loja C;MG;Produto V;11;2023-05-24 00:00:00;479,55
Loja A;RS;Produto W;7;2024-07-31 00:00:00;425,37
Loja A;PR;Produto Z;4;2023-07-16 00:00:00;461,68
Loja E;PR;Produto W;10;2023-02-15 00:00:00;323,94
Loja D;MG;Produto Y;14;2023-05-29 00:00:00;117,27
Loja B;PR;Produto W;17;2024-07-25 00:00:00;264,06
Loja B;MG;Produto X;14;2023-05-18 00:00:00;385,11
Loja B;MG;Produto W;13;2024-05-04 00:00:00;41,71
Loja D;MG;Produto V;2;2024-02-06 00:00:00;432,93
Loja E;SP;Produto X;9;2024-08-24 00:00:00;319,36
Loja D;SP;Produto V;3;2024-12-24 00:00:00;364,55
Loja A;SP;Produto Y;4;2024-11-11 00:00:00;350,2
Loja A;SP;Produto Z;12;2024-09-16 00:00:00;425,4
Loja B;RJ;Produto Y;15;2023-12-07 00:00:00;52,89
Loja C;RS;Produto X;8;2024-07-31 00:00:00;194,75
Loja B;RS;Produto Z;18;2023-10-29 00:00:00;256,28
Loja C;MG;Produto W;5;2023-04-28 00:00:00;277,83
Loja D;PR;Produto X;2;2023-05-31 00:00:00;471,85
Loja A;SP;Produto Z;9;2023-06-16 00:00:00;30,81
Loja C;RS;Produto V;14;2024-08-29 00:00:00;434,53
Loja D;RS;Produto Z;1;2024-02-29 00:00:00;280,43
Loja A;SP;Produto V;4;2024-03-12 00:00:00;281,77
Loja C;RJ;Produto V;17;2024-09-23 00:00:00;166,96
Loja B;RJ;Produto Z;10;2023-03-15 00:00:00;325,37
Loja B;RS;Produto Y;2;2023-12-28 00:00:00;326,74
Loja B;RJ;Produto Y;6;2023-04-06 00:00:00;102,75
Loja D;SP;Produto V;19;2023-10-19 00:00:00;341,73
Loja B;RS;Produto X;9;2023-06-26 00:00:00;140,69
Loja E;SP;Produto Z;19;2023-01-27 00:00:00;347,51
Loja A;RJ;Produto X;19;2023-11-01 00:00:00;309,85
Loja D;SP;Produto Y;9;2024-12-23 00:00:00;360,82
Loja B;RJ;Produto X;3;2023-07-24 00:00:00;19,65
Loja A;RJ;Produto W;6;2024-07-31 00:00:00;71,43
Loja C;SP;Produto W;6;2024-10-23 00:00:00;421,7
Loja B;RJ;Produto Y;17;2024-11-09 00:00:00;196,55
Loja A;MG;Produto X;13;2023-08-08 00:00:00;419,99
Loja E;SP;Produto Z;13;2023-10-27 00:00:00;40,71
Loja C;MG;Produto Y;7;2023-09-15 00:00:00;386,99
Loja E;SP;Produto W;9;2024-12-15 00:00:00;51,05
Loja A;RJ;Produto Y;18;2023-08-28 00:00:00;239,48
Loja E;RJ;Produto X;1;2023-08-17 00:00:00;469,41
Loja A;RS;Produto X;13;2024-04-18 00:00:00;48,06
Loja A;RS;Produto X;8;2023-06-05 00:00:00;181,82
Loja E;MG;Produto V;9;2023-08-06 00:00:00;263,99
Loja A;RJ;Produto X;1;2024-04-09 00:00:00;450,73
Loja B;RS;Produto W;9;2023-07-14 00:00:00;172,98
Loja A;RJ;Produto W;11;2023-09-27 00:00:00;405,45
Loja D;SP;Produto V;4;2024-06-11 00:00:00;361,9
Loja A;RS;Produto W;16;2024-07-16 00:00:00;160,46
Loja D;MG;Produto W;14;2023-12-22 00:00:00;177
Loja A;RS;Produto Y;18;2024-06-23 00:00:00;103,6
Loja A;RJ;Produto X;9;2024-04-20 00:00:00;349,55
Loja E;PR;Produto Y;1;2024-07-18 00:00:00;285,92
Loja B;PR;Produto Y;3;2023-11-04 00:00:00;85,93
Loja B;RJ;Produto W;1;2024-09-19 00:00:00;313,83
Loja C;SP;Produto Z;3;2024-02-13 00:00:00;254,34
Loja E;RS;Produto X;14;2024-03-16 00:00:00;55,37
Loja E;PR;Produto Z;14;2024-06-04 00:00:00;477,31
Loja B;SP;Produto W;13;2024-06-06 00:00:00;419,03
Loja E;RJ;Produto V;1;2024-04-29 00:00:00;44,8
Loja B;SP;Produto Y;15;2024-09-10 00:00:00;466,32
Loja E;RJ;Produto W;7;2023-09-15 00:00:00;459,17
Loja A;RS;Produto W;16;2024-11-24 00:00:00;30,67
Loja B;SP;Produto Z;1;2023-06-19 00:00:00;108,72
Loja B;RS;Produto V;15;2024-04-05 00:00:00;354,18
Loja D;SP;Produto Y;15;2024-10-12 00:00:00;467,94
Loja E;RJ;Produto V;19;2023-04-21 00:00:00;413,33
Loja E;RJ;Produto V;6;2024-08-26 00:00:00;148,13
Loja B;SP;Produto V;6;2023-08-08 00:00:00;26,38
Loja A;RJ;Produto X;1;2023-01-05 00:00:00;241,71
Loja A;MG;Produto V;16;2024-06-15 00:00:00;55,06
Loja A;MG;Produto W;18;2024-09-04 00:00:00;130,2
Loja E;RS;Produto X;13;2023-10-22 00:00:00;323,65
Loja D;MG;Produto X;12;2024-04-02 00:00:00;252,56
Loja B;MG;Produto V;18;2024-10-30 00:00:00;194,59
Loja C;PR;Produto W;10;2024-05-27 00:00:00;465,68
Loja D;PR;Produto Y;14;2023-07-31 00:00:00;104,55
Loja C;PR;Produto V;11;2023-04-29 00:00:00;248,86
Loja D;PR;Produto X;18;2024-01-20 00:00:00;291,01
Loja A;RJ;Produto Y;12;2023-09-17 00:00:00;167,75
Loja E;RS;Produto Y;17;2024-02-03 00:00:00;355,6
Loja C;RS;Produto X;3;2023-06-24 00:00:00;434,97
Loja D;MG;Produto Y;1;2024-02-18 00:00:00;275,32
Loja E;RS;Produto W;1;2023-05-14 00:00:00;392,86
Loja C;MG;Produto W;6;2023-04-12 00:00:00;39,87
Loja B;RS;Produto V;19;2024-01-20 00:00:00;85,35
Loja D;SP;Produto V;4;2024-03-30 00:00:00;236,39
Loja B;SP;Produto Y;13;2023-03-03 00:00:00;461,3
Loja A;RS;Produto X;12;2024-07-19 00:00:00;270,48
Loja B;RJ;Produto W;8;2023-01-07 00:00:00;221,83
Loja B;MG;Produto Z;7;2024-05-29 00:00:00;304,05
Loja D;RS;Produto V;7;2023-11-28 00:00:00;70,99
Loja A;MG;Produto W;7;2024-01-14 00:00:00;330,3
Loja B;PR;Produto Y;14;2024-03-20 00:00:00;56,07
Loja E;RS;Produto W;18;2023-12-01 00:00:00;292,63
Loja C;RJ;Produto W;19;2024-04-12 00:00:00;360,05
Loja B;PR;Produto Y;19;2024-10-22 00:00:00;211,64
Loja A;RS;Produto V;18;2023-10-15 00:00:00;456,34
Loja B;SP;Produto V;6;2023-01-12 00:00:00;84,5
Loja C;RS;Produto Z;16;2023-04-14 00:00:00;93,77
Loja A;SP;Produto Z;3;2024-09-14 00:00:00;263,29
Loja D;SP;Produto V;2;2023-09-20 00:00:00;466,51
Loja A;RS;Produto V;15;2024-03-10 00:00:00;201,44
Loja D;RS;Produto V;11;2023-06-22 00:00:00;463,94
Loja A;SP;Produto V;19;2024-08-29 00:00:00;349,8
Loja C;MG;Produto W;18;2023-11-17 00:00:00;393,45
Loja C;PR;Produto Z;11;2024-12-15 00:00:00;469,56
Loja A;RJ;Produto Y;3;2023-02-14 00:00:00;290,44
Loja B;RS;Produto X;4;2024-06-29 00:00:00;324,41
Loja C;PR;Produto Y;6;2023-07-30 00:00:00;293,71
Loja D;PR;Produto X;12;2024-02-21 00:00:00;394,58
Loja D;MG;Produto W;4;2023-09-21 00:00:00;143,97
Loja E;PR;Produto Z;12;2023-10-28 00:00:00;396,14
Loja D;RS;Produto X;4;2024-03-31 00:00:00;359,64
Loja E;PR;Produto V;2;2023-08-14 00:00:00;305,01
Loja A;RS;Produto W;12;2023-04-14 00:00:00;29,01
Loja A;RS;Produto X;13;2023-08-09 00:00:00;389,53
Loja A;SP;Produto V;16;2023-11-30 00:00:00;74,89
Loja B;MG;Produto W;4;2024-02-22 00:00:00;481,37
Loja B;RJ;Produto X;8;2023-10-28 00:00:00;49,93
Loja E;SP;Produto V;5;2024-09-26 00:00:00;362,94
Loja D;RJ;Produto Z;14;2024-04-29 00:00:00;186,61
Loja D;RS;Produto W;15;2024-04-01 00:00:00;370,49
Loja A;SP;Produto X;11;2024-03-11 00:00:00;264,29
Loja C;PR;Produto V;10;2024-01-29 00:00:00;318,46
Loja B;PR;Produto Z;10;2023-02-12 00:00:00;46,96
Loja B;RJ;Produto V;6;2023-07-29 00:00:00;483,57
Loja A;RS;Produto Z;16;2023-01-11 00:00:00;11,88
Loja B;RJ;Produto X;4;2023-08-04 00:00:00;471,17
Loja A;MG;Produto V;9;2023-06-13 00:00:00;288,44
Loja E;PR;Produto V;10;2023-08-13 00:00:00;136,55
Loja D;SP;Produto Y;5;2023-09-03 00:00:00;322,49
Loja C;SP;Produto W;10;2024-10-19 00:00:00;339,72
Loja D;SP;Produto V;16;2024-12-03 00:00:00;367,86
Loja D;PR;Produto Z;11;2023-01-16 00:00:00;18,05
Loja E;RS;Produto W;6;2023-07-13 00:00:00;491,56
Loja B;PR;Produto X;7;2023-01-09 00:00:00;312,78
Loja C;PR;Produto W;12;2024-05-28 00:00:00;194,99
Loja B;SP;Produto Y;13;2023-10-20 00:00:00;289,62
Loja D;PR;Produto X;17;2023-03-25 00:00:00;97,43
Loja A;SP;Produto V;9;2023-07-28 00:00:00;131,16
Loja D;RS;Produto X;8;2023-02-27 00:00:00;52,03
Loja B;MG;Produto X;16;2024-05-26 00:00:00;440,82
Loja D;SP;Produto Y;3;2024-09-09 00:00:00;133,28
Loja A;RJ;Produto Z;5;2024-10-09 00:00:00;372,46
Loja E;MG;Produto X;13;2023-11-27 00:00:00;144,36
Loja B;RS;Produto Z;18;2024-04-05 00:00:00;81,53
Loja D;MG;Produto W;16;2024-08-11 00:00:00;62,99
Loja B;SP;Produto Y;14;2023-11-21 00:00:00;431,52
Loja E;RS;Produto V;11;2023-07-29 00:00:00;68,67
Loja D;RJ;Produto X;18;2023-05-05 00:00:00;52,7
Loja D;SP;Produto Z;8;2024-11-22 00:00:00;14,58
Loja B;SP;Produto X;12;2024-04-06 00:00:00;189,56
Loja B;RS;Produto Y;19;2023-10-17 00:00:00;471,92
Loja A;RS;Produto V;2;2023-08-02 00:00:00;455,24
Loja E;MG;Produto W;9;2024-03-07 00:00:00;66,38
Loja A;RJ;Produto W;9;2023-04-07 00:00:00;16,12
Loja D;MG;Produto Z;14;2023-09-06 00:00:00;377,99
Loja B;MG;Produto W;15;2024-05-17 00:00:00;160,17
Loja D;SP;Produto Z;11;2024-06-08 00:00:00;418,99
Loja D;RS;Produto V;13;2024-05-19 00:00:00;115,56
Loja C;SP;Produto X;5;2023-04-01 00:00:00;251,18
Loja C;RJ;Produto Y;6;2024-12-05 00:00:00;26,14
Loja D;MG;Produto V;5;2024-12-11 00:00:00;448,41
Loja B;RJ;Produto V;1;2024-07-29 00:00:00;97,21
Loja D;RS;Produto W;18;2023-06-16 00:00:00;154,4
Loja C;RS;Produto W;8;2023-09-08 00:00:00;245,05
Loja B;PR;Produto Y;17;2024-03-22 00:00:00;142,92
Loja D;RJ;Produto X;11;2023-07-05 00:00:00;29,68
Loja E;SP;Produto V;11;2023-09-06 00:00:00;24,25
Loja E;RJ;Produto W;3;2023-12-06 00:00:00;478,05
Loja D;MG;Produto V;8;2024-03-21 00:00:00;169,49
Loja B;RS;Produto X;8;2023-05-18 00:00:00;173,85
Loja D;RS;Produto Z;3;2023-04-19 00:00:00;462,22
Loja D;RJ;Produto X;10;2024-02-21 00:00:00;419,72
